,AUD_l,SS_l,ENT_l,EP_l,Isocortex_l,AI_l,CTXsp_l,SSp_l,VIS_l,HEM_l,COA_l,RHP_l,CA_l,GENv_l,CN_l,PTLp_l,STRd_l,sAMY_l,GENd_l,PALd_l,HIP_l,DORpm_l,OLF_l,VP_l,MO_l,CBN_l,P-sen_l,MY-sen_l,PALv_l,LAT_l,STRv_l,MBsta_l,LZ_l,VNC_l,VENT_l,MBsen_l,ATN_l,PRT_l,ORB_l,SPF_l,PGRN_l,MDRN_l,MY-mot_l,PALc_l,MBmot_l,DORsm_l,RSP_l,VERM_l,TM_l,ILM_l,P-mot_l,HY_l,DCN_l,P-sat_l,LS_l,MSC_l,MEZ_l,MED_l,MBO_l,ACA_l,PVR_l,EPI_l,LSX_l,PALm_l,PHY_l,PVZ_l,MTN_l,RAmb_l,MY-sat_l,MY-sat_r,RAmb_r,MTN_r,PVZ_r,PHY_r,PALm_r,LSX_r,EPI_r,PVR_r,ACA_r,MBO_r,MED_r,MEZ_r,MSC_r,LS_r,P-sat_r,DCN_r,HY_r,P-mot_r,ILM_r,TM_r,VERM_r,DORsm_r,RSP_r,MBmot_r,PALc_r,MY-mot_r,MDRN_r,PGRN_r,SPF_r,ORB_r,PRT_r,ATN_r,MBsen_r,VENT_r,VNC_r,LZ_r,MBsta_r,STRv_r,LAT_r,PALv_r,MY-sen_r,P-sen_r,CBN_r,MO_r,VP_r,OLF_r,DORpm_r,HIP_r,PALd_r,GENd_r,sAMY_r,STRd_r,PTLp_r,CN_r,GENv_r,CA_r,RHP_r,COA_r,HEM_r,VIS_r,SSp_r,CTXsp_r,AI_r,Isocortex_r,EP_r,ENT_r,SS_r,AUD_r
18861,208794.0,793525.0,328814.0,881373.0,1438228.0,1966146.0,1115451.0,3909961.0,484411.0,1179013.0,104789.0,246134.0,3420132.0,179948.0,40655.0,377787.0,628154.0,627790.0,28594.0,472360.0,819009.0,3779.0,12126009.0,207077.0,4032394.0,114020.0,212027.0,196293.0,2100506.0,65882.0,14309723.0,50904.0,584932.0,99688.0,25224.0,807048.0,38504.0,9448.0,793093.0,2541.0,8004.0,12026.0,192444.0,147900.0,612211.0,28626.0,1192153.0,811844.0,48.0,28776.0,194588.0,29209.0,41011.0,61705.0,128276.0,34252.0,90322.0,154121.0,26144.0,906303.0,117778.0,48300.0,67783.0,166134.0,16341.0,203681.0,31568.0,53206.0,5063.0,2990.0,75904.0,79343.0,424071.0,41090.0,180753.0,234019.0,88936.0,172387.0,981343.0,36047.0,183417.0,109827.0,39304.0,342475.0,58143.0,58494.0,63504.0,117517.0,66617.0,449.0,730107.0,49448.0,929152.0,622828.0,304852.0,305386.0,11555.0,13004.0,4535.0,982463.0,22114.0,183315.0,493500.0,44165.0,161057.0,1147050.0,73264.0,25315381.0,76752.0,3152750.0,188246.0,161463.0,415831.0,5028797.0,280891.0,24226664.0,12219.0,3500452.0,770392.0,68259.0,628687.0,810748.0,327658.0,222699.0,120503.0,11839463.0,833322.0,126177.0,1352479.0,554788.0,6981804.0,1079202.0,1647753.0,1450921.0,1084866.0,252142.0,1343252.0,231874.0
18862,87670.0,179068.0,111023.0,21311.0,297991.0,169552.0,270538.0,830492.0,219213.0,566280.0,66938.0,285923.0,646289.0,36467.0,2572.0,78408.0,57907.0,85747.0,21376.0,49864.0,349023.0,2753.0,1234008.0,56916.0,944637.0,19218.0,82382.0,44179.0,102536.0,38180.0,384151.0,2165.0,26129.0,19588.0,2822.0,73422.0,10566.0,37366.0,138367.0,1842.0,3711.0,10322.0,71174.0,12014.0,95515.0,5407.0,285176.0,143558.0,341.0,11673.0,113073.0,2261.0,8879.0,25323.0,17921.0,3676.0,4945.0,57242.0,9667.0,156931.0,3490.0,15986.0,5810.0,20402.0,2348.0,12611.0,3919.0,30341.0,827.0,852.0,15343.0,2958.0,23265.0,2426.0,47087.0,2915.0,11750.0,7704.0,133978.0,3262.0,12868.0,4363.0,971.0,7895.0,9261.0,5138.0,4273.0,73722.0,6992.0,89.0,173318.0,7353.0,229903.0,172040.0,11076.0,73832.0,8807.0,3701.0,1860.0,117541.0,8538.0,5627.0,129159.0,4055.0,25616.0,79587.0,8840.0,1182092.0,12218.0,221522.0,63384.0,71596.0,6853.0,341938.0,42811.0,1008725.0,3040.0,259152.0,65646.0,9126.0,82475.0,60331.0,53114.0,3897.0,33771.0,532001.0,140861.0,46127.0,630860.0,164931.0,431084.0,235957.0,293364.0,285121.0,59257.0,95217.0,238472.0,56330.0
18864,150906.0,259342.0,49514.0,7724.0,236312.0,118573.0,27646.0,1283575.0,587420.0,179206.0,1207.0,15078.0,55421.0,1048.0,487.0,97623.0,13325.0,13422.0,444.0,14722.0,12357.0,1.0,343073.0,7.0,1339218.0,25410.0,16957.0,95961.0,229343.0,1472.0,462268.0,53.0,12124.0,21158.0,1.0,7958.0,506.0,932.0,188784.0,17.0,184.0,455.0,6687.0,5542.0,8644.0,103.0,203546.0,119524.0,0.0,172.0,2333.0,1.0,6801.0,865.0,9044.0,1597.0,146.0,9489.0,211.0,214032.0,695.0,294.0,2694.0,41439.0,0.0,3584.0,151.0,8.0,0.0,0.0,200.0,49.0,134.0,0.0,5733.0,992.0,936.0,194.0,166252.0,260.0,9680.0,52.0,124.0,10446.0,2.0,59214.0,0.0,29.0,84.0,0.0,226203.0,1347.0,194345.0,7383.0,2650.0,9946.0,441.0,398.0,8.0,102690.0,3177.0,402.0,16408.0,18.0,69334.0,454.0,0.0,311928.0,3704.0,96144.0,220139.0,16284.0,17366.0,1158409.0,112.0,346157.0,37.0,5570.0,2168.0,1615.0,20498.0,14763.0,60224.0,6778.0,2157.0,34118.0,42609.0,1292.0,277669.0,742908.0,1130226.0,22718.0,67294.0,258470.0,7623.0,36805.0,719510.0,170623.0
18865,35526.0,90706.0,33595.0,204217.0,160893.0,228168.0,823546.0,156462.0,76200.0,359885.0,24491.0,64669.0,168071.0,98823.0,30530.0,15740.0,773775.0,961064.0,24670.0,841626.0,165732.0,70690.0,12148909.0,195079.0,110609.0,359183.0,1630856.0,927277.0,828388.0,63329.0,9109789.0,91833.0,667212.0,3731751.0,65321.0,754571.0,11587.0,52750.0,70252.0,34756.0,64058.0,6865.0,773375.0,127585.0,1643493.0,71045.0,94722.0,860037.0,0.0,25778.0,102726.0,53079.0,620002.0,79316.0,318052.0,28431.0,23694.0,33943.0,8362.0,15190.0,38140.0,17963.0,62746.0,44090.0,2608.0,125454.0,24000.0,27879.0,1001.0,399.0,56865.0,57683.0,118404.0,2226.0,56437.0,54664.0,28956.0,43043.0,52507.0,4023.0,108319.0,16945.0,26991.0,135829.0,26725.0,892787.0,19258.0,62780.0,34654.0,0.0,914128.0,29309.0,115813.0,2281226.0,146955.0,1078411.0,15180.0,34023.0,9924.0,51991.0,24110.0,74507.0,1081452.0,11630.0,4592472.0,532649.0,212901.0,8612550.0,39202.0,1131489.0,718388.0,901745.0,257200.0,150129.0,33849.0,13659610.0,19052.0,333389.0,1472751.0,17664.0,3943611.0,1371139.0,27768.0,29730.0,30871.0,221736.0,106806.0,32639.0,257231.0,158243.0,203658.0,849168.0,248508.0,115738.0,266976.0,55810.0,120231.0,41570.0
18866,17861.0,70770.0,15429.0,83059.0,135760.0,114657.0,526710.0,120729.0,34043.0,47326.0,11576.0,43071.0,100371.0,4101.0,3563.0,4027.0,207212.0,253936.0,14500.0,119779.0,89421.0,31910.0,3623310.0,3743.0,52559.0,85697.0,773409.0,552257.0,168422.0,13040.0,1918271.0,31614.0,78927.0,1412134.0,1200.0,227995.0,1716.0,3701.0,16420.0,6488.0,12637.0,5029.0,455468.0,16050.0,633064.0,10823.0,22712.0,443180.0,55.0,3225.0,49209.0,11333.0,43600.0,17906.0,74978.0,3872.0,7995.0,11638.0,2800.0,23990.0,13302.0,3408.0,38248.0,12039.0,1593.0,19812.0,348.0,32038.0,562.0,261.0,34312.0,1029.0,26602.0,691.0,12581.0,22261.0,10284.0,13850.0,24800.0,5473.0,10696.0,9050.0,5622.0,79137.0,8424.0,38619.0,13024.0,35879.0,6571.0,1.0,321939.0,6156.0,24540.0,548581.0,24576.0,376931.0,1849.0,2647.0,1315.0,9775.0,5277.0,3532.0,238145.0,955.0,2053665.0,108388.0,32427.0,2556814.0,10388.0,242919.0,542125.0,152625.0,84228.0,50573.0,9000.0,3395517.0,6246.0,85736.0,135105.0,9193.0,375679.0,224743.0,3953.0,6453.0,9489.0,96434.0,37367.0,12358.0,33486.0,54039.0,86663.0,442464.0,175175.0,136433.0,144506.0,10957.0,65477.0,24119.0
18867,78187.0,250506.0,7684.0,19419.0,21882.0,5732.0,3545.0,816327.0,65774.0,28058592.0,4193.0,52895.0,57082.0,92878.0,322951.0,24256.0,8912.0,37424.0,98167.0,57746.0,7182.0,22673.0,81763.0,159256.0,186375.0,1578897.0,170538.0,372373.0,10359.0,185223.0,241584.0,2100.0,89060.0,594272.0,18508.0,411351.0,39623.0,101501.0,29407.0,8495.0,17337.0,4515.0,308274.0,581.0,278824.0,68553.0,238729.0,26173446.0,0.0,56830.0,107931.0,14418.0,144879.0,43515.0,1365.0,93.0,5039.0,71805.0,1464.0,32711.0,234.0,2926.0,1325.0,86.0,5152.0,19626.0,21994.0,618.0,520.0,1229.0,1867.0,1697.0,12488.0,1139.0,163.0,184.0,747.0,2805.0,22587.0,1149.0,58659.0,3559.0,26.0,670.0,50734.0,58265.0,19033.0,126280.0,29499.0,0.0,25730653.0,33998.0,203840.0,231359.0,1908.0,295046.0,3775.0,1622.0,6101.0,60866.0,64001.0,94924.0,300057.0,41398.0,492204.0,93172.0,5827.0,315017.0,167515.0,36617.0,416575.0,221157.0,1451863.0,262912.0,237463.0,160628.0,17482.0,13940.0,72412.0,101000.0,106118.0,23485.0,29802.0,171060.0,107281.0,67210.0,29562.0,61.0,37827601.0,105481.0,1131168.0,10206.0,18362.0,113592.0,57429.0,1364.0,391493.0,93063.0
18868,47721.0,251029.0,17666.0,33723.0,82355.0,72641.0,14507.0,2238084.0,225203.0,58502558.0,54.0,84219.0,339174.0,214241.0,275532.0,59797.0,7369.0,39760.0,56852.0,268176.0,74086.0,15489.0,297482.0,642232.0,925023.0,4153600.0,736101.0,543915.0,72336.0,317528.0,482161.0,10428.0,134774.0,997067.0,253139.0,4229464.0,132878.0,133335.0,60684.0,8828.0,8278.0,15100.0,747089.0,63699.0,787266.0,81376.0,403008.0,42702347.0,35.0,117927.0,309382.0,15231.0,233898.0,68719.0,22043.0,4027.0,5688.0,192296.0,3613.0,202304.0,5622.0,3629.0,6553.0,39.0,8665.0,49631.0,37540.0,14193.0,451.0,461.0,22319.0,63965.0,64343.0,2984.0,3084.0,1541.0,5156.0,9059.0,230215.0,2115.0,215100.0,9699.0,2949.0,10759.0,52455.0,331734.0,18095.0,173828.0,88208.0,32.0,41223074.0,52242.0,634130.0,508805.0,22117.0,601722.0,14141.0,2994.0,8862.0,85688.0,169737.0,88709.0,3131403.0,150755.0,679152.0,161685.0,10128.0,570437.0,296216.0,77570.0,642138.0,635226.0,3431606.0,1146736.0,608946.0,400506.0,31230.0,110411.0,219928.0,96293.0,47108.0,20649.0,140041.0,258704.0,230190.0,189814.0,84380.0,169.0,69252401.0,527664.0,2148066.0,33572.0,53558.0,198918.0,26398.0,9722.0,401942.0,142891.0
18869,10640.0,103462.0,28.0,1219.0,29256.0,1985.0,4171.0,251289.0,5265.0,18481573.0,1744.0,5088.0,62659.0,27014.0,56705.0,1079.0,2339.0,19853.0,31511.0,14596.0,21952.0,3572.0,21414.0,89561.0,16120.0,682001.0,82527.0,225397.0,9832.0,82958.0,55252.0,389.0,33001.0,179977.0,13277.0,278089.0,5920.0,20075.0,21710.0,7033.0,3415.0,1430.0,116707.0,3008.0,63367.0,13671.0,97333.0,12014124.0,0.0,13876.0,47967.0,1249.0,23314.0,10413.0,2358.0,821.0,947.0,25520.0,2549.0,14896.0,1583.0,1420.0,6713.0,111.0,121.0,7652.0,3263.0,190.0,432.0,753.0,802.0,2900.0,4310.0,314.0,66.0,4107.0,256.0,354.0,26370.0,3058.0,22519.0,314.0,416.0,2570.0,13838.0,34892.0,3753.0,56469.0,26370.0,0.0,10731153.0,20250.0,124131.0,118153.0,5426.0,130627.0,2511.0,3684.0,4185.0,19056.0,28968.0,9588.0,282507.0,28091.0,257376.0,23918.0,1647.0,97757.0,86117.0,6914.0,186096.0,95458.0,858704.0,36915.0,79933.0,40154.0,6295.0,29387.0,19111.0,37549.0,43469.0,9221.0,16058.0,51246.0,18671.0,81825.0,26086.0,14.0,27118420.0,32255.0,407680.0,6069.0,11760.0,53011.0,12171.0,7445.0,164808.0,43850.0
18871,0.0,4.0,0.0,1.0,13.0,14.0,1.0,12.0,24.0,405.0,0.0,54.0,81.0,38.0,2.0,0.0,35.0,2.0,1.0,3.0,45.0,0.0,23687.0,14.0,57.0,1.0,8.0,17.0,6.0,243.0,87.0,0.0,13.0,13.0,10.0,148.0,483.0,164.0,3.0,0.0,1.0,0.0,45.0,0.0,66.0,30.0,34.0,27.0,0.0,49.0,3.0,0.0,0.0,6.0,36.0,3.0,11.0,888.0,77.0,29.0,2.0,174.0,0.0,2.0,0.0,19.0,12.0,17.0,63.0,9.0,2.0,9.0,19.0,0.0,0.0,4.0,27.0,4.0,107.0,16.0,2095.0,5.0,4.0,64.0,0.0,1.0,0.0,2.0,26.0,0.0,31.0,56.0,46.0,72.0,17.0,61.0,10.0,0.0,0.0,14.0,217.0,124.0,314.0,1.0,76.0,24.0,0.0,89.0,253.0,12.0,5.0,9.0,0.0,26.0,11.0,3727.0,1.0,515.0,8.0,5.0,25.0,23.0,0.0,1.0,312.0,192.0,76.0,6.0,73.0,83.0,16.0,5.0,8.0,39.0,4.0,9.0,6.0,0.0
18872,10549.0,29168.0,7217.0,44924.0,75893.0,69501.0,79289.0,109492.0,49141.0,336140.0,16190.0,255934.0,249930.0,12741.0,15312.0,4028.0,81056.0,61555.0,24858.0,24881.0,102752.0,10793.0,4137385.0,21178.0,113323.0,46735.0,86452.0,200570.0,138741.0,29009.0,1128726.0,16094.0,136018.0,43465.0,13848.0,358931.0,31521.0,29064.0,82716.0,6647.0,328.0,4140.0,39613.0,18644.0,420906.0,16367.0,262908.0,328664.0,147.0,20093.0,16884.0,14259.0,16235.0,11902.0,32597.0,10054.0,62913.0,42049.0,46656.0,34989.0,61909.0,28110.0,14010.0,18034.0,402.0,84960.0,35811.0,64922.0,238.0,263.0,79126.0,31442.0,103317.0,308.0,39412.0,11931.0,33873.0,86804.0,29276.0,54472.0,32766.0,67613.0,13221.0,38686.0,13750.0,9521.0,14943.0,13275.0,15031.0,632.0,381308.0,24169.0,208270.0,430208.0,19677.0,73199.0,10724.0,422.0,4698.0,60443.0,22257.0,31077.0,321532.0,12774.0,43574.0,143566.0,22000.0,1526042.0,15723.0,193607.0,230846.0,76541.0,42476.0,152181.0,17063.0,4417098.0,4321.0,109177.0,35553.0,14383.0,131240.0,111847.0,4404.0,33320.0,15283.0,237021.0,74135.0,29809.0,413112.0,19252.0,116658.0,113874.0,247178.0,122775.0,143108.0,8124.0,69252.0,17630.0
191797,9401.0,85151.0,1902.0,175735.0,115389.0,178100.0,151163.0,156762.0,15703.0,23633117.0,13934.0,17035.0,81469.0,10254.0,91054.0,10193.0,240056.0,217044.0,15417.0,142550.0,16824.0,1561.0,2157538.0,6984.0,52741.0,5150011.0,200490.0,134525.0,504673.0,13735.0,2529751.0,11282.0,138437.0,1284418.0,1348.0,1324818.0,2069.0,17772.0,19706.0,5066.0,1015.0,2602.0,1040701.0,18893.0,340539.0,3754.0,12210.0,27998156.0,28.0,1721.0,16600.0,143.0,5408.0,22186.0,231994.0,5516.0,19855.0,4426.0,3477.0,31782.0,28904.0,74.0,35646.0,71196.0,364.0,43393.0,1020.0,18341.0,156.0,320.0,11654.0,3060.0,37512.0,640.0,30660.0,23346.0,185.0,29755.0,18171.0,1652.0,7869.0,13790.0,5250.0,356521.0,19239.0,14448.0,738.0,19049.0,4398.0,96.0,28465960.0,10454.0,30982.0,438467.0,52374.0,1346912.0,3135.0,4847.0,4853.0,15277.0,19121.0,2696.0,1719723.0,2146.0,1489009.0,151661.0,15954.0,2296389.0,15868.0,490019.0,254652.0,155588.0,6913876.0,83223.0,23175.0,2133076.0,5053.0,34804.0,296349.0,23882.0,232596.0,183063.0,3071.0,96732.0,20723.0,122524.0,25113.0,10341.0,32418088.0,12553.0,109537.0,109504.0,136396.0,67172.0,137068.0,4171.0,88275.0,7335.0
191798,12179.0,37710.0,1777.0,81282.0,56092.0,60015.0,56459.0,92677.0,8928.0,20974627.0,8881.0,12642.0,49443.0,13974.0,25956.0,4448.0,142776.0,116321.0,49314.0,151359.0,12464.0,9759.0,760979.0,20822.0,83525.0,4345872.0,478431.0,292964.0,255552.0,54271.0,1317773.0,28457.0,166066.0,1252717.0,11678.0,5200737.0,3432.0,55014.0,18079.0,25743.0,1939.0,10402.0,902509.0,50660.0,1052453.0,22490.0,21873.0,31907021.0,0.0,10763.0,96417.0,3325.0,24951.0,49977.0,282279.0,17425.0,18996.0,8893.0,1236.0,19971.0,33386.0,940.0,61290.0,85837.0,1841.0,58468.0,11219.0,30276.0,891.0,933.0,19384.0,10861.0,90713.0,955.0,185608.0,141462.0,643.0,66057.0,62013.0,1006.0,7464.0,36851.0,69396.0,954476.0,42658.0,23111.0,3022.0,75978.0,5912.0,20.0,26616067.0,15931.0,19104.0,920466.0,60703.0,1258496.0,5981.0,2178.0,11515.0,16869.0,26742.0,2822.0,4022946.0,5560.0,1042241.0,357006.0,19848.0,1696227.0,21321.0,384269.0,260540.0,419238.0,3127492.0,105118.0,24941.0,1018359.0,10377.0,15841.0,145120.0,42993.0,197217.0,278965.0,1234.0,78309.0,22211.0,68778.0,27324.0,10715.0,17497058.0,3815.0,76251.0,71111.0,58151.0,47229.0,93338.0,4621.0,65448.0,4302.0
191799,14231.0,86257.0,31656.0,94580.0,112617.0,143984.0,88225.0,222393.0,19711.0,32713167.0,34034.0,99615.0,70839.0,33244.0,206536.0,24461.0,191084.0,251998.0,119737.0,172374.0,31400.0,11300.0,3113058.0,55208.0,128484.0,8557611.0,837753.0,771817.0,440968.0,105939.0,2375311.0,104249.0,273483.0,1554952.0,8405.0,5814957.0,2825.0,60131.0,35760.0,26279.0,9647.0,7338.0,2080334.0,29159.0,1449986.0,45761.0,66804.0,47798689.0,0.0,19055.0,170563.0,4021.0,45021.0,65966.0,149243.0,12072.0,21119.0,16447.0,455.0,129258.0,38135.0,1563.0,30098.0,80249.0,2479.0,83970.0,14194.0,66799.0,1846.0,928.0,37107.0,8677.0,68552.0,1194.0,72669.0,34382.0,2151.0,45636.0,68449.0,700.0,20322.0,23736.0,11125.0,228306.0,55092.0,31718.0,2461.0,136728.0,11440.0,43.0,38479674.0,29762.0,35191.0,1283526.0,55254.0,1592759.0,10394.0,4179.0,9445.0,25579.0,44138.0,2465.0,3979080.0,5094.0,1583886.0,252485.0,71871.0,3338748.0,34569.0,684213.0,391317.0,500736.0,6356966.0,156687.0,16667.0,3614431.0,21743.0,19671.0,320204.0,81861.0,279328.0,242243.0,12508.0,29558.0,18710.0,105294.0,84259.0,74647.0,23050245.0,37379.0,112734.0,185790.0,183101.0,116111.0,89567.0,8296.0,80134.0,13479.0
191801,317.0,65.0,13634.0,16.0,1648.0,33.0,43.0,6303.0,14.0,8678.0,0.0,639.0,89.0,8.0,690.0,0.0,63.0,110.0,1.0,16.0,87.0,0.0,5578.0,1.0,11817.0,986.0,1284.0,10590.0,632.0,17.0,2173.0,0.0,10.0,3178.0,5.0,40.0,1.0,6.0,3.0,0.0,89.0,0.0,1113.0,6.0,52.0,1.0,64.0,460.0,0.0,2.0,434.0,0.0,344.0,29.0,157.0,3.0,8.0,35.0,0.0,420.0,7.0,1.0,0.0,28.0,0.0,8.0,3.0,5.0,1.0,0.0,9.0,5.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,2.0,121.0,4.0,3.0,25.0,14.0,39.0,0.0,50.0,0.0,0.0,68.0,5.0,2116.0,99.0,4.0,325.0,0.0,7.0,0.0,4.0,21.0,7.0,42.0,0.0,1779.0,1.0,0.0,558.0,15.0,174.0,2539.0,86.0,2642.0,131.0,3.0,12797.0,0.0,140.0,0.0,4.0,1.0,17.0,4.0,220.0,6.0,97.0,1604.0,1.0,6461.0,158.0,67.0,6.0,22.0,18.0,39.0,174.0,7.0,4.0
191803,9462.0,1292.0,2372.0,218.0,2331.0,4353.0,630.0,28424.0,21955.0,37642.0,24.0,1728.0,559.0,2.0,673.0,1540.0,1278.0,590.0,1.0,1.0,39.0,0.0,16559.0,0.0,18905.0,17977.0,1250.0,14100.0,2386.0,6.0,5393.0,1.0,39.0,5303.0,0.0,146.0,117.0,7.0,5949.0,0.0,0.0,0.0,8699.0,3.0,43.0,0.0,2770.0,48527.0,0.0,0.0,1451.0,0.0,618.0,195.0,6.0,0.0,0.0,3.0,4.0,1960.0,7.0,0.0,0.0,158.0,0.0,4.0,4.0,1396.0,0.0,0.0,15.0,0.0,10.0,0.0,130.0,0.0,0.0,3.0,2590.0,12.0,14.0,0.0,0.0,27.0,1227.0,963.0,0.0,2979.0,0.0,0.0,34079.0,2.0,24842.0,1292.0,1.0,4503.0,649.0,115.0,0.0,43539.0,127.0,1.0,15433.0,0.0,5715.0,11.0,0.0,14537.0,51.0,4588.0,20857.0,5829.0,28114.0,24569.0,0.0,38227.0,0.0,90.0,60.0,12.0,49.0,2441.0,21397.0,172.0,14.0,668.0,8037.0,22.0,60241.0,90486.0,29382.0,419.0,8051.0,3852.0,210.0,4238.0,3287.0,5286.0
191804,19.0,47.0,10754.0,8.0,60.0,41.0,243.0,124.0,12.0,766.0,10.0,71.0,165.0,29.0,19.0,12.0,189.0,240.0,44.0,73.0,109.0,1.0,3355.0,49.0,60.0,46.0,2343.0,1610.0,771.0,35.0,765.0,6.0,1592.0,64.0,8.0,557.0,26.0,139.0,27.0,5.0,67.0,117.0,2001.0,187.0,1512.0,35.0,122.0,772.0,0.0,19.0,1444.0,41.0,21.0,764.0,82.0,76.0,1189.0,147.0,14.0,34.0,906.0,17.0,3.0,469.0,494.0,2360.0,163.0,664.0,0.0,4.0,509.0,139.0,177.0,100.0,439.0,0.0,2.0,440.0,109.0,3.0,78.0,31.0,161.0,9.0,866.0,14.0,0.0,994.0,24.0,0.0,822.0,42.0,230.0,955.0,33.0,657.0,29.0,4.0,0.0,22.0,75.0,12.0,540.0,19.0,236.0,177.0,4.0,2695.0,91.0,1604.0,663.0,2608.0,23.0,231.0,10.0,5710.0,7.0,80.0,24.0,42.0,106.0,93.0,21.0,24.0,25.0,127.0,84.0,30.0,456.0,20.0,314.0,65.0,81.0,55.0,34.0,38.0,90.0,21.0
191807,91407.0,45004.0,125941.0,12175.0,208166.0,123145.0,160129.0,181600.0,433384.0,1582.0,9217.0,506003.0,1209945.0,60885.0,69.0,54240.0,38722.0,50654.0,35047.0,18921.0,294038.0,5709.0,215453.0,24477.0,229695.0,46.0,17404.0,8665.0,48675.0,79748.0,289757.0,2404.0,184887.0,3192.0,4831.0,256355.0,5299.0,51693.0,114466.0,7091.0,641.0,342.0,8407.0,26145.0,222158.0,25566.0,482869.0,2331.0,59.0,15001.0,32524.0,4651.0,262.0,22406.0,51716.0,11282.0,107567.0,88746.0,84040.0,181455.0,37017.0,4760.0,16693.0,7867.0,46.0,118961.0,30457.0,10511.0,58.0,63.0,7418.0,17563.0,79608.0,172.0,5507.0,8337.0,2569.0,26560.0,100613.0,88969.0,40006.0,59432.0,3732.0,33182.0,16867.0,1113.0,3064.0,32427.0,11591.0,127.0,1964.0,19285.0,524029.0,182220.0,13158.0,10257.0,443.0,330.0,4520.0,121903.0,58139.0,2749.0,218110.0,2566.0,1982.0,168778.0,2109.0,230576.0,39906.0,39361.0,24930.0,20579.0,19.0,273282.0,15393.0,113670.0,5380.0,237201.0,21482.0,22633.0,38998.0,24612.0,46286.0,41.0,15326.0,679799.0,349565.0,5672.0,1538.0,240888.0,181583.0,71161.0,128457.0,166927.0,11096.0,71839.0,79107.0,71428.0
191808,12131.0,28571.0,4756.0,3607.0,16216.0,6536.0,4660.0,114439.0,21802.0,15416557.0,4768.0,18938.0,60088.0,1581.0,22689.0,2271.0,4828.0,3521.0,5524.0,2130.0,55771.0,966.0,55444.0,11228.0,120739.0,505216.0,94809.0,23454.0,3002.0,9215.0,44805.0,726.0,64092.0,32020.0,14230.0,2733546.0,21835.0,10192.0,9424.0,824.0,445.0,5006.0,48317.0,8562.0,136524.0,5942.0,22577.0,15584866.0,79.0,13547.0,35886.0,2576.0,23710.0,32530.0,4664.0,2505.0,12258.0,8979.0,32879.0,28287.0,13642.0,1901.0,3087.0,901.0,2051.0,25772.0,5883.0,15234.0,560.0,996.0,13785.0,4741.0,30478.0,2207.0,1425.0,1760.0,1215.0,14403.0,17826.0,21975.0,12037.0,14132.0,3366.0,3116.0,23969.0,1809.0,2725.0,36416.0,8879.0,27.0,15549626.0,4511.0,26767.0,195026.0,6797.0,66301.0,5614.0,219.0,1312.0,16078.0,9649.0,38362.0,2506923.0,13347.0,21393.0,91573.0,768.0,75236.0,7177.0,7160.0,25237.0,45525.0,880227.0,151660.0,15536.0,62790.0,1503.0,96174.0,5754.0,5304.0,6211.0,4669.0,7942.0,671.0,4482.0,100266.0,28959.0,5670.0,15868906.0,55244.0,112502.0,14746.0,7689.0,29021.0,1910.0,15198.0,47502.0,10062.0
191809,811.0,2425.0,6.0,3591.0,15778.0,3070.0,7193.0,1098.0,9.0,1328.0,0.0,106.0,6802.0,14976.0,179.0,5.0,125112.0,174447.0,1111.0,142472.0,6862.0,2872.0,10086.0,6421.0,1819.0,128.0,10229.0,1483.0,136728.0,101.0,735920.0,2708.0,102510.0,2482.0,1333.0,60054.0,12.0,643.0,128.0,67.0,37.0,85.0,2744.0,26276.0,209270.0,4760.0,256.0,3255.0,0.0,24.0,1094.0,13138.0,91.0,1305.0,10270.0,3691.0,2560.0,27.0,13.0,16.0,12592.0,1.0,24084.0,3692.0,56.0,30567.0,145.0,4406.0,1.0,1.0,2932.0,165.0,20099.0,41.0,2564.0,2562.0,50.0,5799.0,3.0,19.0,26.0,927.0,691.0,7332.0,580.0,677.0,2966.0,1218.0,67.0,0.0,4747.0,1988.0,38.0,111426.0,14145.0,4614.0,232.0,135.0,157.0,730.0,1024.0,23.0,109564.0,1608.0,4477.0,94622.0,5543.0,489178.0,261.0,120492.0,4238.0,22421.0,36.0,401.0,4050.0,11965.0,2986.0,14897.0,80660.0,3620.0,157924.0,72953.0,1.0,214.0,9429.0,19200.0,1007.0,0.0,1612.0,39.0,1390.0,6951.0,183.0,4956.0,3826.0,26.0,1554.0,152.0
